zone,valid_pt,t2m_c,ssrd_wm2,wind100,Date
NP15,2025-05-29 08:00:00,17.389378041841553,263.38443046744703,1.114452212114624,2025-05-29
NP15,2025-05-29 09:00:00,19.89519556829947,459.7410037253311,1.248478261985151,2025-05-29
NP15,2025-05-29 10:00:00,22.198670207237683,641.265905238331,1.525766863613496,2025-05-29
NP15,2025-05-29 11:00:00,24.344544763442684,791.7738599284428,1.7522573170289135,2025-05-29
NP15,2025-05-29 12:00:00,26.24032103743741,897.8431314888596,1.897873848421873,2025-05-29
NP15,2025-05-29 13:00:00,27.79462260420206,950.8916461934728,2.080979513358161,2025-05-29
NP15,2025-05-29 14:00:00,28.97741379883917,953.5057824254906,2.366017760167204,2025-05-29
NP15,2025-05-29 15:00:00,29.765968947406293,905.9704663388804,2.681076311467192,2025-05-29
NP15,2025-05-29 16:00:00,30.106336235611025,806.6234926343151,2.844449768051053,2025-05-29
NP15,2025-05-29 17:00:00,29.88039808231292,662.96344495226,2.7629544064077867,2025-05-29
NP15,2025-05-29 18:00:00,29.28665409644856,483.3353824543239,2.6178094410210293,2025-05-29
NP15,2025-05-29 19:00:00,28.00046974157692,287.71045280503006,2.4079237996548977,2025-05-29
NP15,2025-05-29 20:00:00,25.04306434727056,105.32403722615396,2.0457248670855783,2025-05-29
NP15,2025-05-29 21:00:00,22.512936568252314,5.002182420996121,1.4838875390343715,2025-05-29
NP15,2025-05-29 22:00:00,20.737965320034448,0.0,0.9997455745660868,2025-05-29
NP15,2025-05-29 23:00:00,19.265847478394846,0.0,0.8224854794688593,2025-05-29
NP15,2025-05-30 00:00:00,18.344342819005703,0.0,0.73162712377015,2025-05-30
NP15,2025-05-30 01:00:00,17.64654180678707,0.0,0.8169410198373565,2025-05-30
NP15,2025-05-30 02:00:00,17.03346423663072,0.0,0.9315813705806832,2025-05-30
NP15,2025-05-30 03:00:00,16.50162706654129,0.0,0.972998576322651,2025-05-30
NP15,2025-05-30 04:00:00,16.062671016327613,0.0,1.048132058009804,2025-05-30
NP15,2025-05-30 05:00:00,15.668962912901575,0.0,1.1227975489679451,2025-05-30
NP15,2025-05-30 06:00:00,15.434721458254389,2.001979471066346,1.2573727327680777,2025-05-30
NP15,2025-05-30 07:00:00,17.771763129585338,86.17996034175675,1.3935896212082055,2025-05-30
NP15,2025-05-30 08:00:00,21.749157546308027,263.47251184995287,1.3428259956692468,2025-05-30
NP15,2025-05-30 09:00:00,24.832345912853555,459.9439160407055,0.6619287724161531,2025-05-30
NP15,2025-05-30 10:00:00,27.24256204591103,647.4328896397963,0.3697905986367283,2025-05-30
